id,leaf_length_cm,leaf_width_cm,color_score,species,tree_type
2542,7.638,5.085,0.721,Ash,Deciduous
2543,13.457,6.037,0.828,Oak,Deciduous
2544,7.262,1.711,0.434,Cedar,Coniferous
2545,11.486,6.145,0.685,Oak,Deciduous
2546,9.202,4.509,0.588,Maple,Deciduous
2547,5.583,2.369,0.407,Pine,Coniferous
2548,6.354,2.503,0.305,Spruce,Coniferous
2549,10.637,5.549,0.647,Ash,Deciduous
2550,10.729,4.844,0.803,Ash,Deciduous
2551,7.092,3.069,0.681,Cherry,Deciduous
2552,6.515,2.447,0.27,Spruce,Coniferous
2553,9.434,4.419,0.545,Maple,Deciduous
2554,11.412,6.188,0.777,Oak,Deciduous
2555,5.213,1.83,0.373,Cedar,Coniferous
2556,5.641,3.847,0.679,Poplar,Deciduous
2557,6.962,2.742,0.672,Cherry,Deciduous
2558,10.675,3.985,0.732,Ash,Deciduous
2559,11.169,4.172,0.676,Willow,Deciduous
2560,5.209,2.651,0.326,Cedar,Coniferous
2561,5.297,2.385,0.335,Spruce,Coniferous
2562,9.149,3.743,0.757,Ash,Deciduous
2563,5.509,2.402,0.679,Cherry,Deciduous
2564,11.792,2.856,0.641,Willow,Deciduous
2565,4.847,1.464,0.441,Cedar,Coniferous
2566,12.576,6.106,0.8,Oak,Deciduous
2567,12.18,6.656,0.681,Oak,Deciduous
2568,9.38,3.921,0.644,Poplar,Deciduous
2569,6.292,2.595,0.658,Cherry,Deciduous
2570,13.187,6.696,0.769,Oak,Deciduous
2571,10.025,5.74,0.659,Ash,Deciduous
2572,10.637,4.93,0.751,Ash,Deciduous
2573,6.16,2.335,0.546,Birch,Deciduous
2574,6.067,3.302,0.524,Birch,Deciduous
2575,10.307,5.018,0.575,Willow,Deciduous
2576,6.289,2.199,0.373,Spruce,Coniferous
2577,5.038,2.898,0.346,Spruce,Coniferous
2578,7.244,3.332,0.587,Poplar,Deciduous
2579,6.587,2.78,0.598,Birch,Deciduous
2580,5.828,2.762,0.589,Cherry,Deciduous
2581,6.698,2.363,0.552,Birch,Deciduous
2582,8.964,4.643,0.673,Poplar,Deciduous
2583,10.634,5.607,0.592,Ash,Deciduous
2584,6.606,2.709,0.677,Cherry,Deciduous
2585,7.612,3.253,0.477,Birch,Deciduous
2586,6.186,1.733,0.34,Cedar,Coniferous
2587,7.647,2.707,0.48,Birch,Deciduous
2588,7.916,3.84,0.598,Maple,Deciduous
2589,6.86,3.117,0.307,Spruce,Coniferous
2590,9.541,4.867,0.784,Ash,Deciduous
2591,8.855,3.172,0.581,Maple,Deciduous
2592,11.808,6.157,0.77,Oak,Deciduous
2593,6.73,4.939,0.663,Ash,Deciduous
2594,10.902,5.136,0.718,Ash,Deciduous
2595,10.73,6.997,0.718,Oak,Deciduous
2596,9.829,4.793,0.634,Poplar,Deciduous
2597,11.561,4.216,0.583,Poplar,Deciduous
2598,4.185,1.75,0.33,Spruce,Coniferous
2599,10.719,3.869,0.683,Willow,Deciduous
2600,11.84,3.522,0.634,Poplar,Deciduous
2601,5.119,1.939,0.392,Cedar,Coniferous
2602,5.644,2.432,0.411,Cedar,Coniferous
2603,10.158,3.545,0.607,Maple,Deciduous
2604,6.516,2.371,0.44,Pine,Coniferous
2605,6.438,3.087,0.748,Cherry,Deciduous
2606,8.689,4.852,0.684,Maple,Deciduous
2607,5.898,2.772,0.341,Cedar,Coniferous
2608,5.767,1.95,0.37,Spruce,Coniferous
2609,5.985,0.988,0.333,Spruce,Coniferous
2610,12.34,4.755,0.677,Ash,Deciduous
2611,6.641,1.997,0.396,Pine,Coniferous
2612,10.515,4.211,0.617,Maple,Deciduous
2613,5.199,1.585,0.347,Spruce,Coniferous
2614,5.35,2.221,0.371,Spruce,Coniferous
2615,10.828,3.091,0.642,Willow,Deciduous
2616,8.257,4.196,0.577,Birch,Deciduous
2617,9.312,4.536,0.562,Poplar,Deciduous
2618,6.08,1.249,0.386,Cedar,Coniferous
2619,5.388,2.218,0.377,Spruce,Coniferous
2620,5.671,2.129,0.66,Cherry,Deciduous
2621,6.422,2.133,0.377,Cedar,Coniferous
2622,9.601,3.129,0.562,Maple,Deciduous
2623,11.297,3.691,0.685,Poplar,Deciduous
2624,7.711,1.844,0.706,Cherry,Deciduous
2625,9.93,6.155,0.777,Oak,Deciduous
2626,10.154,6.377,0.743,Oak,Deciduous
2627,11.642,4.044,0.733,Ash,Deciduous
2628,5.995,2.213,0.343,Spruce,Coniferous
2629,9.026,5.197,0.573,Maple,Deciduous
2630,5.932,2.497,0.354,Pine,Coniferous
2631,7.306,2.216,0.402,Pine,Coniferous
2632,5.03,2.79,0.4,Cedar,Coniferous
2633,7.913,2.744,0.551,Birch,Deciduous
2634,8.352,3.167,0.522,Birch,Deciduous
2635,7.196,4.034,0.56,Birch,Deciduous
2636,9.101,3.772,0.587,Poplar,Deciduous
2637,10.877,6.117,0.841,Oak,Deciduous
2638,5.374,1.782,0.41,Cedar,Coniferous
2639,9.952,2.976,0.496,Maple,Deciduous
2640,8.649,5.116,0.604,Poplar,Deciduous
2641,6.714,2.865,0.363,Spruce,Coniferous
2642,5.076,2.668,0.484,Pine,Coniferous
2643,6.792,2.888,0.392,Spruce,Coniferous
2644,7.048,4.169,0.584,Poplar,Deciduous
2645,6.477,2.356,0.368,Cedar,Coniferous
2646,9.625,4.023,0.532,Maple,Deciduous
2647,9.727,5.934,0.738,Oak,Deciduous
2648,12.182,3.564,0.761,Ash,Deciduous
2649,6.623,2.48,0.375,Pine,Coniferous
2650,6.819,2.65,0.542,Birch,Deciduous
2651,12.879,5.067,0.582,Ash,Deciduous
2652,9.656,3.499,0.587,Maple,Deciduous
2653,4.349,2.39,0.302,Cedar,Coniferous
2654,7.274,3.292,0.623,Maple,Deciduous
2655,5.525,2.377,0.338,Cedar,Coniferous
2656,8.874,3.075,0.531,Birch,Deciduous
2657,6.669,2.61,0.375,Spruce,Coniferous
2658,8.314,4.84,0.776,Ash,Deciduous
2659,11.627,3.535,0.643,Willow,Deciduous
2660,9.913,3.67,0.645,Willow,Deciduous
2661,8.672,3.249,0.618,Poplar,Deciduous
2662,10.126,2.713,0.663,Willow,Deciduous
2663,8.159,3.099,0.455,Birch,Deciduous
2664,12.934,5.713,0.706,Oak,Deciduous
2665,6.315,2.999,0.337,Spruce,Coniferous
2666,5.947,2.915,0.684,Cherry,Deciduous
2667,5.925,2.723,0.716,Cherry,Deciduous
2668,9.53,3.824,0.585,Maple,Deciduous
2669,8.728,4.743,0.628,Maple,Deciduous
2670,12.262,5.315,0.774,Oak,Deciduous
2671,5.906,3.472,0.564,Cherry,Deciduous
2672,4.863,1.686,0.39,Cedar,Coniferous
2673,6.728,2.172,0.372,Spruce,Coniferous
2674,11.425,5.187,0.762,Ash,Deciduous
2675,5.896,2.774,0.371,Spruce,Coniferous
2676,6.16,3.006,0.373,Spruce,Coniferous
2677,6.408,3.837,0.509,Birch,Deciduous
2678,5.134,2.476,0.42,Pine,Coniferous
2679,7.727,2.406,0.613,Birch,Deciduous
2680,7.86,2.321,0.29,Spruce,Coniferous
2681,8.834,4.906,0.693,Ash,Deciduous
2682,13.549,6.378,0.764,Oak,Deciduous
2683,10.045,2.585,0.66,Willow,Deciduous
2684,8.117,2.478,0.802,Cherry,Deciduous
2685,5.678,3.421,0.411,Pine,Coniferous
2686,7.973,2.993,0.533,Birch,Deciduous
2687,11.077,4.853,0.722,Ash,Deciduous
2688,16.08,5.563,0.756,Oak,Deciduous
2689,6.413,2.454,0.643,Cherry,Deciduous
2690,8.634,4.531,0.735,Poplar,Deciduous
2691,7.533,3.408,0.671,Poplar,Deciduous
2692,11.43,3.654,0.651,Willow,Deciduous
2693,12.791,3.459,0.63,Willow,Deciduous
2694,5.658,2.769,0.587,Cherry,Deciduous
2695,7.147,2.398,0.809,Cherry,Deciduous
2696,8.201,2.731,0.48,Birch,Deciduous
2697,6.859,2.528,0.682,Cherry,Deciduous
2698,9.27,4.216,0.809,Ash,Deciduous
2699,4.837,2.435,0.409,Pine,Coniferous
2700,6.348,1.991,0.644,Cherry,Deciduous
2701,9.533,2.908,0.585,Willow,Deciduous
2702,10.63,3.011,0.694,Willow,Deciduous
2703,8.998,5.162,0.622,Ash,Deciduous
2704,10.253,5.181,0.66,Poplar,Deciduous
2705,5.114,2.645,0.33,Spruce,Coniferous
2706,6.127,2.587,0.406,Pine,Coniferous
2707,7.372,3.916,0.661,Maple,Deciduous
2708,11.536,5.538,0.721,Oak,Deciduous
2709,8.967,4.673,0.521,Maple,Deciduous
2710,11.45,2.693,0.672,Willow,Deciduous
2711,12.221,3.496,0.633,Willow,Deciduous
2712,13.162,4.976,0.771,Oak,Deciduous
2713,6.751,2.103,0.32,Pine,Coniferous
2714,6.604,2.399,0.424,Spruce,Coniferous
2715,11.583,3.609,0.558,Willow,Deciduous
2716,6.34,2.803,0.716,Cherry,Deciduous
2717,6.47,2.448,0.33,Pine,Coniferous
2718,11.1,6.56,0.74,Oak,Deciduous
2719,4.902,3.186,0.395,Spruce,Coniferous
2720,4.662,3.049,0.522,Birch,Deciduous
2721,8.123,3.487,0.617,Birch,Deciduous
2722,10.47,3.504,0.584,Poplar,Deciduous
2723,8.678,3.34,0.597,Maple,Deciduous
2724,7.35,2.935,0.488,Birch,Deciduous
2725,6.638,1.797,0.357,Spruce,Coniferous
2726,5.528,2.741,0.352,Cedar,Coniferous
2727,11.972,6.787,0.753,Oak,Deciduous
2728,11.734,3.569,0.587,Willow,Deciduous
2729,6.949,2.154,0.582,Birch,Deciduous
2730,6.222,3.35,0.631,Cherry,Deciduous
2731,7.585,3.701,0.556,Poplar,Deciduous
2732,10.444,4.733,0.743,Oak,Deciduous
2733,5.01,3.384,0.332,Spruce,Coniferous
2734,11.779,4.21,0.664,Ash,Deciduous
2735,5.492,3.196,0.735,Cherry,Deciduous
2736,9.991,4.9,0.457,Poplar,Deciduous
2737,10.528,3.239,0.55,Willow,Deciduous
2738,11.939,3.755,0.619,Ash,Deciduous
2739,7.309,3.58,0.578,Birch,Deciduous
2740,10.942,4.343,0.74,Ash,Deciduous
2741,4.236,2.015,0.262,Spruce,Coniferous
2742,6.442,2.911,0.396,Spruce,Coniferous
2743,7.433,3.192,0.649,Cherry,Deciduous
2744,6.467,5.819,0.671,Ash,Deciduous
2745,10.545,4.312,0.668,Poplar,Deciduous
2746,8.311,2.209,0.716,Cherry,Deciduous
2747,6.041,2.843,0.423,Pine,Coniferous
2748,13.065,4.088,0.637,Willow,Deciduous
2749,9.94,4.162,0.597,Poplar,Deciduous
2750,10.722,3.409,0.609,Willow,Deciduous
2751,8.83,4.512,0.575,Poplar,Deciduous
2752,12.603,6.394,0.743,Oak,Deciduous
2753,6.785,3.058,0.615,Cherry,Deciduous
2754,9.988,3.681,0.591,Poplar,Deciduous
2755,6.499,2.148,0.437,Spruce,Coniferous
2756,11.862,3.758,0.591,Poplar,Deciduous
2757,5.251,1.762,0.402,Pine,Coniferous
2758,7.854,4.031,0.581,Maple,Deciduous
2759,5.773,2.061,0.324,Cedar,Coniferous
2760,10.06,3.403,0.604,Maple,Deciduous
2761,6.736,2.797,0.363,Spruce,Coniferous
2762,6.348,2.153,0.37,Spruce,Coniferous
2763,7.312,2.817,0.382,Spruce,Coniferous
2764,9.602,4.903,0.698,Ash,Deciduous
2765,7.883,3.007,0.805,Cherry,Deciduous
2766,10.185,2.624,0.637,Willow,Deciduous
2767,8.789,4.239,0.673,Willow,Deciduous
2768,7.095,3.288,0.718,Cherry,Deciduous
2769,5.576,2.575,0.371,Spruce,Coniferous
2770,6.967,3.464,0.451,Birch,Deciduous
2771,6.861,2.755,0.345,Spruce,Coniferous
2772,12.103,5.1,0.746,Oak,Deciduous
2773,7.598,2.61,0.508,Birch,Deciduous
2774,8.755,2.77,0.483,Birch,Deciduous
2775,6.088,1.983,0.338,Cedar,Coniferous
2776,7.233,2.836,0.401,Pine,Coniferous
2777,6.223,2.848,0.335,Spruce,Coniferous
2778,10.485,5.354,0.744,Ash,Deciduous
2779,10.177,3.439,0.628,Poplar,Deciduous
2780,5.457,2.428,0.372,Pine,Coniferous
2781,6.544,2.676,0.712,Cherry,Deciduous
2782,14.347,5.67,0.677,Oak,Deciduous
2783,10.987,7.079,0.787,Ash,Deciduous
2784,7.642,5.888,0.708,Ash,Deciduous
2785,10.572,3.816,0.614,Poplar,Deciduous
2786,7.029,3.901,0.525,Birch,Deciduous
2787,4.318,2.507,0.394,Cedar,Coniferous
2788,6.575,2.735,0.666,Cherry,Deciduous
2789,7.549,2.547,0.396,Spruce,Coniferous
2790,6.913,2.864,0.439,Spruce,Coniferous
2791,9.615,4.182,0.646,Willow,Deciduous
2792,11.645,4.613,0.76,Ash,Deciduous
2793,4.646,2.609,0.746,Cherry,Deciduous
2794,9.241,5.215,0.534,Maple,Deciduous
2795,10.351,5.081,0.727,Ash,Deciduous
2796,4.995,2.639,0.343,Pine,Coniferous
2797,9.233,4.568,0.626,Poplar,Deciduous
2798,5.527,2.341,0.348,Pine,Coniferous
2799,8.737,3.715,0.624,Poplar,Deciduous
2800,11.205,6.015,0.775,Oak,Deciduous
2801,4.875,3.031,0.614,Birch,Deciduous
2802,12.666,2.644,0.57,Willow,Deciduous
2803,8.451,4.191,0.573,Birch,Deciduous
2804,9.738,2.88,0.556,Maple,Deciduous
2805,9.805,4.775,0.659,Ash,Deciduous
2806,6.07,2.57,0.43,Pine,Coniferous
2807,4.427,2.826,0.332,Spruce,Coniferous
2808,6.881,2.328,0.382,Pine,Coniferous
2809,7.804,3.041,0.574,Poplar,Deciduous
2810,5.235,2.722,0.368,Spruce,Coniferous
2811,6.226,2.529,0.408,Pine,Coniferous
2812,4.177,2.926,0.372,Pine,Coniferous
2813,7.103,2.592,0.611,Poplar,Deciduous
2814,11.883,5.17,0.694,Ash,Deciduous
2815,10.962,2.683,0.704,Willow,Deciduous
2816,4.983,2.349,0.438,Pine,Coniferous
2817,12.079,3.737,0.609,Willow,Deciduous
2818,6.859,1.507,0.385,Spruce,Coniferous
2819,7.879,4.021,0.544,Birch,Deciduous
2820,12.674,3.999,0.624,Poplar,Deciduous
2821,6.965,3.546,0.551,Birch,Deciduous
2822,12.577,2.675,0.626,Willow,Deciduous
2823,9.226,4.631,0.578,Poplar,Deciduous
2824,6.258,2.144,0.71,Cherry,Deciduous
2825,11.839,6.195,0.777,Oak,Deciduous
2826,9.605,3.632,0.755,Poplar,Deciduous
2827,4.364,1.98,0.464,Pine,Coniferous
2828,10.285,4.19,0.691,Ash,Deciduous
2829,11.813,3.735,0.608,Willow,Deciduous
2830,10.023,3.788,0.62,Maple,Deciduous
2831,8.346,2.889,0.44,Birch,Deciduous
2832,8.3,4.091,0.664,Poplar,Deciduous
2833,5.538,2.134,0.695,Cherry,Deciduous
2834,5.811,2.856,0.742,Cherry,Deciduous
2835,7.372,2.779,0.711,Cherry,Deciduous
2836,8.65,3.692,0.635,Maple,Deciduous
2837,9.233,3.809,0.63,Maple,Deciduous
2838,6.844,2.67,0.412,Pine,Coniferous
2839,8.749,3.909,0.561,Maple,Deciduous
2840,6.911,4.139,0.497,Birch,Deciduous
2841,10.975,3.997,0.688,Willow,Deciduous
2842,9.639,3.86,0.594,Poplar,Deciduous
2843,12.239,3.195,0.601,Willow,Deciduous
2844,8.015,2.486,0.515,Birch,Deciduous
2845,5.614,3.179,0.668,Cherry,Deciduous
2846,5.978,3.581,0.633,Cherry,Deciduous
2847,4.737,1.982,0.289,Spruce,Coniferous
2848,7.6,2.268,0.628,Cherry,Deciduous
2849,14.034,5.838,0.699,Oak,Deciduous
2850,9.007,3.052,0.703,Ash,Deciduous
2851,9.787,3.721,0.655,Willow,Deciduous
2852,8.96,3.684,0.57,Maple,Deciduous
2853,5.916,3.243,0.365,Pine,Coniferous
2854,9.215,3.426,0.678,Maple,Deciduous
2855,7.415,3.055,0.684,Cherry,Deciduous
2856,6.222,2.753,0.33,Spruce,Coniferous
2857,7.752,3.85,0.594,Poplar,Deciduous
2858,7.04,3.514,0.602,Birch,Deciduous
2859,7.312,3.445,0.595,Birch,Deciduous
2860,5.552,1.86,0.341,Cedar,Coniferous
2861,6.863,2.597,0.639,Cherry,Deciduous
2862,10.709,6.357,0.661,Ash,Deciduous
2863,9.643,3.616,0.688,Poplar,Deciduous
2864,11.025,3.843,0.648,Willow,Deciduous
2865,9.119,4.563,0.713,Ash,Deciduous
2866,11.235,3.012,0.582,Willow,Deciduous
2867,9.178,3.972,0.719,Poplar,Deciduous
2868,9.99,5.342,0.73,Ash,Deciduous
2869,5.562,2.259,0.347,Spruce,Coniferous
2870,5.078,3.144,0.415,Pine,Coniferous
2871,7.417,3.717,0.682,Cherry,Deciduous
2872,6.125,2.21,0.436,Pine,Coniferous
2873,7.198,2.56,0.408,Pine,Coniferous
2874,8.044,3.161,0.334,Pine,Coniferous
2875,8.494,2.646,0.602,Cherry,Deciduous
2876,7.711,3.09,0.548,Birch,Deciduous
2877,7.849,3.106,0.549,Birch,Deciduous
2878,9.933,4.654,0.604,Poplar,Deciduous
2879,11.422,5.031,0.76,Oak,Deciduous
2880,6.585,2.658,0.662,Cherry,Deciduous
2881,4.593,2.867,0.406,Cedar,Coniferous
2882,12.059,4.006,0.648,Poplar,Deciduous
2883,6.47,2.33,0.354,Cedar,Coniferous
2884,5.574,1.938,0.361,Cedar,Coniferous
2885,7.249,1.416,0.67,Cherry,Deciduous
2886,7.053,2.427,0.402,Pine,Coniferous
2887,11.398,7.964,0.78,Oak,Deciduous
2888,5.468,1.639,0.315,Cedar,Coniferous
2889,4.541,2.18,0.383,Spruce,Coniferous
2890,9.603,5.558,0.609,Poplar,Deciduous
2891,5.973,2.615,0.725,Cherry,Deciduous
2892,6.661,2.782,0.565,Birch,Deciduous
2893,9.462,4.834,0.529,Poplar,Deciduous
2894,5.912,3.168,0.378,Pine,Coniferous
2895,12.388,3.67,0.649,Willow,Deciduous
2896,8.81,4.27,0.574,Birch,Deciduous
2897,7.557,1.914,0.654,Cherry,Deciduous
2898,5.626,2.451,0.454,Pine,Coniferous
2899,5.606,0.674,0.381,Spruce,Coniferous
2900,7.046,3.196,0.588,Birch,Deciduous
2901,5.665,2.817,0.687,Cherry,Deciduous
2902,13.426,5.858,0.777,Oak,Deciduous
2903,6.062,3.537,0.653,Cherry,Deciduous
2904,8.666,2.184,0.517,Birch,Deciduous
2905,7.432,2.347,0.408,Pine,Coniferous
2906,7.093,2.591,0.532,Birch,Deciduous
2907,11.605,3.708,0.587,Maple,Deciduous
2908,9.867,7.441,0.751,Oak,Deciduous
2909,14.799,4.968,0.805,Oak,Deciduous
2910,9.148,4.02,0.597,Maple,Deciduous
2911,11.154,7.127,0.712,Oak,Deciduous
2912,11.892,6.297,0.737,Oak,Deciduous
2913,9.152,4.293,0.612,Maple,Deciduous
2914,9.206,4.646,0.677,Poplar,Deciduous
2915,7.273,2.322,0.399,Spruce,Coniferous
2916,8.449,2.107,0.383,Spruce,Coniferous
2917,11.199,2.63,0.578,Poplar,Deciduous
2918,9.893,5.454,0.752,Ash,Deciduous
2919,8.906,3.727,0.67,Poplar,Deciduous
2920,10.937,3.396,0.675,Willow,Deciduous
2921,6.108,2.415,0.435,Spruce,Coniferous
2922,11.627,6.153,0.815,Oak,Deciduous
2923,5.023,3.182,0.651,Cherry,Deciduous
2924,5.143,2.909,0.436,Pine,Coniferous
2925,5.5,2.76,0.667,Cherry,Deciduous
2926,7.673,4.869,0.488,Maple,Deciduous
2927,6.047,2.026,0.363,Cedar,Coniferous
2928,4.399,2.763,0.345,Spruce,Coniferous
2929,9.02,3.105,0.622,Poplar,Deciduous
2930,5.385,2.05,0.437,Cedar,Coniferous
2931,6.583,2.781,0.707,Cherry,Deciduous
2932,12.497,6.669,0.749,Oak,Deciduous
2933,6.969,1.48,0.395,Spruce,Coniferous
2934,6.482,2.629,0.789,Cherry,Deciduous
2935,11.805,5.587,0.798,Oak,Deciduous
2936,10.419,3.736,0.589,Poplar,Deciduous
2937,8.649,2.777,0.695,Cherry,Deciduous
2938,7.725,3.014,0.567,Maple,Deciduous
2939,6.142,2.364,0.41,Pine,Coniferous
2940,4.421,2.562,0.343,Spruce,Coniferous
2941,6.486,2.244,0.605,Birch,Deciduous
2942,6.083,1.872,0.398,Spruce,Coniferous
2943,8.572,3.079,0.583,Birch,Deciduous
2944,6.452,2.276,0.596,Cherry,Deciduous
2945,7.024,3.345,0.561,Cherry,Deciduous
2946,5.424,2.194,0.379,Cedar,Coniferous
2947,4.633,2.294,0.377,Pine,Coniferous
2948,8.53,4.177,0.639,Maple,Deciduous
2949,6.2,3.395,0.391,Spruce,Coniferous
2950,8.732,3.272,0.68,Willow,Deciduous
2951,7.184,2.8,0.398,Cedar,Coniferous
2952,5.684,2.123,0.341,Cedar,Coniferous
2953,9.561,3.424,0.697,Willow,Deciduous
2954,5.307,2.338,0.372,Cedar,Coniferous
2955,5.951,2.663,0.652,Cherry,Deciduous
2956,12.145,6.077,0.711,Oak,Deciduous
2957,6.42,2.652,0.373,Pine,Coniferous
2958,6.599,3.002,0.566,Birch,Deciduous
2959,5.412,2.158,0.376,Spruce,Coniferous
2960,4.632,2.752,0.287,Spruce,Coniferous
2961,8.689,4.106,0.579,Maple,Deciduous
2962,9.564,5.092,0.65,Ash,Deciduous
2963,6.44,2.889,0.54,Cherry,Deciduous
2964,7.168,2.188,0.381,Spruce,Coniferous
2965,8.373,3.372,0.517,Birch,Deciduous
2966,6.419,2.185,0.658,Cherry,Deciduous
2967,8.927,4.364,0.568,Maple,Deciduous
2968,5.7,2.684,0.655,Cherry,Deciduous
2969,5.132,2.539,0.446,Pine,Coniferous
2970,9.773,4.42,0.783,Ash,Deciduous
2971,9.85,4.345,0.615,Maple,Deciduous
2972,7.365,2.031,0.353,Pine,Coniferous
2973,10.077,3.731,0.675,Willow,Deciduous
2974,13.234,6.401,0.721,Oak,Deciduous
2975,6.929,3.519,0.627,Birch,Deciduous
2976,7.658,3.023,0.542,Birch,Deciduous
2977,9.018,3.536,0.562,Maple,Deciduous
2978,5.866,2.514,0.396,Pine,Coniferous
2979,6.678,2.279,0.657,Cherry,Deciduous
2980,9.408,4.918,0.631,Poplar,Deciduous
2981,8.8,2.242,0.673,Cherry,Deciduous
2982,7.528,3.13,0.721,Cherry,Deciduous
2983,8.394,3.808,0.522,Maple,Deciduous
2984,6.595,1.937,0.618,Cherry,Deciduous
2985,7.717,3.561,0.498,Birch,Deciduous
2986,11.506,3.839,0.778,Ash,Deciduous
2987,11.126,4.201,0.643,Willow,Deciduous
2988,5.86,2.318,0.347,Pine,Coniferous
2989,6.219,1.602,0.355,Cedar,Coniferous
2990,4.23,1.873,0.487,Pine,Coniferous
2991,5.116,2.627,0.441,Pine,Coniferous
2992,7.246,2.705,0.568,Birch,Deciduous
2993,5.52,2.79,0.372,Cedar,Coniferous
2994,6.305,2.279,0.458,Pine,Coniferous
2995,9.665,3.363,0.651,Willow,Deciduous
2996,7.285,2.735,0.407,Cedar,Coniferous
2997,6.788,3.061,0.662,Cherry,Deciduous
2998,12.779,5.102,0.753,Oak,Deciduous
2999,10.448,5.583,0.714,Ash,Deciduous
3000,8.763,5.418,0.663,Maple,Deciduous
3001,7.198,5.49,0.686,Poplar,Deciduous
3002,6.378,3.483,0.703,Cherry,Deciduous
3003,10.675,3.97,0.557,Poplar,Deciduous
3004,10.539,5.086,0.667,Ash,Deciduous
3005,9.312,2.787,0.639,Willow,Deciduous
3006,6.844,3.221,0.695,Cherry,Deciduous
3007,4.442,2.212,0.423,Pine,Coniferous
3008,5.352,2.549,0.346,Cedar,Coniferous
3009,6.804,1.665,0.365,Pine,Coniferous
3010,11.369,7.817,0.694,Oak,Deciduous
3011,6.622,2.974,0.626,Birch,Deciduous
3012,11.474,3.913,0.747,Maple,Deciduous
3013,4.924,2.254,0.381,Pine,Coniferous
3014,5.684,2.295,0.411,Spruce,Coniferous
3015,10.798,3.257,0.551,Willow,Deciduous
3016,6.501,2.076,0.376,Pine,Coniferous
3017,12.39,5.208,0.719,Oak,Deciduous
3018,5.466,2.573,0.341,Pine,Coniferous
3019,6.912,3.665,0.632,Cherry,Deciduous
3020,10.023,4.385,0.677,Poplar,Deciduous
3021,8.742,3.784,0.494,Maple,Deciduous
3022,2.559,2.849,0.347,Spruce,Coniferous
3023,12.074,4.786,0.673,Ash,Deciduous
3024,5.877,2.341,0.407,Pine,Coniferous
3025,15.139,5.753,0.775,Oak,Deciduous
3026,6.42,3.251,0.555,Birch,Deciduous
3027,5.399,1.803,0.442,Cedar,Coniferous
3028,7.366,3.063,0.712,Cherry,Deciduous
3029,6.325,1.768,0.338,Pine,Coniferous
3030,8.918,6.178,0.714,Ash,Deciduous
3031,4.727,2.133,0.327,Spruce,Coniferous
3032,5.506,2.585,0.378,Spruce,Coniferous
3033,6.907,2.623,0.393,Pine,Coniferous
3034,5.665,2.736,0.398,Pine,Coniferous
3035,12.068,5.97,0.749,Oak,Deciduous
3036,8.219,4.045,0.607,Ash,Deciduous
3037,10.872,3.936,0.584,Willow,Deciduous
3038,5.965,2.873,0.39,Pine,Coniferous
3039,4.749,2.213,0.404,Cedar,Coniferous
3040,8.25,1.749,0.452,Spruce,Coniferous
3041,11.26,6.778,0.69,Oak,Deciduous
3042,9.534,3.989,0.635,Maple,Deciduous
3043,5.65,2.705,0.431,Pine,Coniferous
3044,6.649,3.01,0.381,Pine,Coniferous
3045,10.453,4.338,0.714,Poplar,Deciduous
3046,6.301,2.553,0.45,Pine,Coniferous
3047,7.564,4.299,0.703,Poplar,Deciduous
3048,9.431,4.959,0.735,Ash,Deciduous
3049,11.953,2.797,0.607,Willow,Deciduous
3050,6.504,2.315,0.325,Spruce,Coniferous
3051,10.608,5.331,0.644,Ash,Deciduous
3052,6.383,2.67,0.422,Pine,Coniferous
3053,5.942,2.838,0.419,Cedar,Coniferous
3054,8.303,3.305,0.526,Poplar,Deciduous
3055,12.461,6.497,0.754,Oak,Deciduous
3056,7.466,3.261,0.7,Cherry,Deciduous
3057,6.479,2.689,0.401,Pine,Coniferous
3058,7.821,3.774,0.605,Poplar,Deciduous
3059,10.351,3.571,0.657,Maple,Deciduous
3060,12.662,3.018,0.617,Willow,Deciduous
3061,7.799,3.092,0.674,Cherry,Deciduous
3062,13.646,4.261,0.672,Willow,Deciduous
3063,7.449,2.506,0.679,Cherry,Deciduous
3064,8.126,3.286,0.664,Maple,Deciduous
3065,10.679,4.143,0.532,Willow,Deciduous
3066,8.152,2.9,0.636,Birch,Deciduous
3067,7.949,1.927,0.406,Pine,Coniferous
3068,10.866,4.487,0.723,Ash,Deciduous
3069,8.283,3.682,0.518,Birch,Deciduous
3070,7.766,3.199,0.513,Birch,Deciduous
3071,8.284,2.827,0.531,Birch,Deciduous
3072,3.942,2.187,0.37,Cedar,Coniferous
3073,6.764,1.573,0.488,Cedar,Coniferous
3074,6.049,2.402,0.365,Cedar,Coniferous
3075,10.055,4.203,0.663,Poplar,Deciduous
3076,8.132,3.12,0.634,Birch,Deciduous
3077,5.149,2.11,0.353,Pine,Coniferous
3078,6.187,1.871,0.452,Cedar,Coniferous
3079,7.843,4.17,0.703,Ash,Deciduous
3080,9.441,4.511,0.58,Maple,Deciduous
3081,10.335,4.128,0.627,Ash,Deciduous
3082,10.85,4.728,0.662,Ash,Deciduous
3083,9.72,4.973,0.707,Ash,Deciduous
3084,6.821,2.938,0.619,Birch,Deciduous
3085,7.569,3.253,0.736,Cherry,Deciduous
3086,7.556,2.277,0.671,Cherry,Deciduous
3087,5.806,1.961,0.366,Pine,Coniferous
3088,6.742,3.713,0.642,Maple,Deciduous
3089,11.069,5.017,0.794,Ash,Deciduous
3090,7.519,2.579,0.482,Birch,Deciduous
